Dataset_ID,Category,Obsdimension_Id,Obsdimension_Value,Obsvalue_Value,Source,Last_Updated
392_586,territorio,,2014,36.6,ISTAT,2025-07-15
392_586,territorio,,2014,36.6,ISTAT,2025-07-15
392_586,territorio,,2014,51.8,ISTAT,2025-07-15
392_586,territorio,,2014,51.8,ISTAT,2025-07-15
392_586,territorio,,2014,20.0,ISTAT,2025-07-15
392_586,territorio,,2014,20.0,ISTAT,2025-07-15
392_586,territorio,,2014,59.0,ISTAT,2025-07-15
392_586,territorio,,2014,59.0,ISTAT,2025-07-15
392_586,territorio,,2014,1.6,ISTAT,2025-07-15
392_586,territorio,,2014,1.6,ISTAT,2025-07-15
392_586,territorio,,2014,5.5,ISTAT,2025-07-15
392_586,territorio,,2014,5.5,ISTAT,2025-07-15
392_586,territorio,,2014,30.7,ISTAT,2025-07-15
392_586,territorio,,2014,30.7,ISTAT,2025-07-15
392_586,territorio,,2014,54.3,ISTAT,2025-07-15
392_586,territorio,,2014,54.3,ISTAT,2025-07-15
392_586,territorio,,2014,19.9,ISTAT,2025-07-15
392_586,territorio,,2014,19.9,ISTAT,2025-07-15
392_586,territorio,,2014,63.0,ISTAT,2025-07-15
392_586,territorio,,2014,63.0,ISTAT,2025-07-15
392_586,territorio,,2014,1.9,ISTAT,2025-07-15
392_586,territorio,,2014,1.9,ISTAT,2025-07-15
392_586,territorio,,2014,10.5,ISTAT,2025-07-15
392_586,territorio,,2014,10.5,ISTAT,2025-07-15
392_586,territorio,,2018,40.8,ISTAT,2025-07-15
392_586,territorio,,2018,40.8,ISTAT,2025-07-15
392_586,territorio,,2018,53.7,ISTAT,2025-07-15
392_586,territorio,,2018,53.7,ISTAT,2025-07-15
392_586,territorio,,2018,27.6,ISTAT,2025-07-15
392_586,territorio,,2018,27.6,ISTAT,2025-07-15
392_586,territorio,,2018,81.0,ISTAT,2025-07-15
392_586,territorio,,2018,81.0,ISTAT,2025-07-15
392_586,territorio,,2018,3.3,ISTAT,2025-07-15
392_586,territorio,,2018,3.3,ISTAT,2025-07-15
392_586,territorio,,2018,4.7,ISTAT,2025-07-15
392_586,territorio,,2018,4.7,ISTAT,2025-07-15
392_586,territorio,,2018,38.0,ISTAT,2025-07-15
392_586,territorio,,2018,38.0,ISTAT,2025-07-15
392_586,territorio,,2018,59.7,ISTAT,2025-07-15
392_586,territorio,,2018,59.7,ISTAT,2025-07-15
392_586,territorio,,2018,26.3,ISTAT,2025-07-15
392_586,territorio,,2018,26.3,ISTAT,2025-07-15
392_586,territorio,,2018,79.0,ISTAT,2025-07-15
392_586,territorio,,2018,79.0,ISTAT,2025-07-15
392_586,territorio,,2018,2.3,ISTAT,2025-07-15
392_586,territorio,,2018,2.3,ISTAT,2025-07-15
392_586,territorio,,2018,6.8,ISTAT,2025-07-15
392_586,territorio,,2018,6.8,ISTAT,2025-07-15
392_586,territorio,,2014,45.5,ISTAT,2025-07-15
392_586,territorio,,2014,45.5,ISTAT,2025-07-15
392_586,territorio,,2014,49.2,ISTAT,2025-07-15
392_586,territorio,,2014,49.2,ISTAT,2025-07-15
392_586,territorio,,2014,27.0,ISTAT,2025-07-15
392_586,territorio,,2014,27.0,ISTAT,2025-07-15
392_586,territorio,,2014,137.0,ISTAT,2025-07-15
392_586,territorio,,2014,137.0,ISTAT,2025-07-15
392_586,territorio,,2014,3.7,ISTAT,2025-07-15
392_586,territorio,,2014,3.7,ISTAT,2025-07-15
392_586,territorio,,2014,6.1,ISTAT,2025-07-15
392_586,territorio,,2014,6.1,ISTAT,2025-07-15
392_586,territorio,,2014,43.9,ISTAT,2025-07-15
392_586,territorio,,2014,43.9,ISTAT,2025-07-15
392_586,territorio,,2014,52.0,ISTAT,2025-07-15
392_586,territorio,,2014,52.0,ISTAT,2025-07-15
392_586,territorio,,2014,32.3,ISTAT,2025-07-15
392_586,territorio,,2014,32.3,ISTAT,2025-07-15
392_586,territorio,,2014,141.0,ISTAT,2025-07-15
392_586,territorio,,2014,141.0,ISTAT,2025-07-15
392_586,territorio,,2014,5.0,ISTAT,2025-07-15
392_586,territorio,,2014,5.0,ISTAT,2025-07-15
392_586,territorio,,2014,8.6,ISTAT,2025-07-15
392_586,territorio,,2014,8.6,ISTAT,2025-07-15
392_586,territorio,,2018,53.1,ISTAT,2025-07-15
392_586,territorio,,2018,53.1,ISTAT,2025-07-15
392_586,territorio,,2018,60.5,ISTAT,2025-07-15
392_586,territorio,,2018,60.5,ISTAT,2025-07-15
392_586,territorio,,2018,33.3,ISTAT,2025-07-15
392_586,territorio,,2018,33.3,ISTAT,2025-07-15
392_586,territorio,,2018,144.0,ISTAT,2025-07-15
392_586,territorio,,2018,144.0,ISTAT,2025-07-15
392_586,territorio,,2018,2.8,ISTAT,2025-07-15
392_586,territorio,,2018,2.8,ISTAT,2025-07-15
392_586,territorio,,2018,5.2,ISTAT,2025-07-15
392_586,territorio,,2018,5.2,ISTAT,2025-07-15
392_586,territorio,,2018,43.1,ISTAT,2025-07-15
392_586,territorio,,2018,43.1,ISTAT,2025-07-15
392_586,territorio,,2018,51.3,ISTAT,2025-07-15
392_586,territorio,,2018,51.3,ISTAT,2025-07-15
392_586,territorio,,2018,32.1,ISTAT,2025-07-15
392_586,territorio,,2018,32.1,ISTAT,2025-07-15
392_586,territorio,,2018,126.0,ISTAT,2025-07-15
392_586,territorio,,2018,126.0,ISTAT,2025-07-15
392_586,territorio,,2018,1.5,ISTAT,2025-07-15
392_586,territorio,,2018,1.5,ISTAT,2025-07-15
392_586,territorio,,2018,4.9,ISTAT,2025-07-15
392_586,territorio,,2018,4.9,ISTAT,2025-07-15
392_586,territorio,,2014,23.7,ISTAT,2025-07-15
392_586,territorio,,2014,23.7,ISTAT,2025-07-15
392_586,territorio,,2014,44.8,ISTAT,2025-07-15
392_586,territorio,,2014,44.8,ISTAT,2025-07-15
392_586,territorio,,2014,9.5,ISTAT,2025-07-15
392_586,territorio,,2014,9.5,ISTAT,2025-07-15
392_586,territorio,,2014,55.0,ISTAT,2025-07-15
392_586,territorio,,2014,55.0,ISTAT,2025-07-15
392_586,territorio,,2014,2.4,ISTAT,2025-07-15
392_586,territorio,,2014,2.4,ISTAT,2025-07-15
392_586,territorio,,2014,4.6,ISTAT,2025-07-15
392_586,territorio,,2014,4.6,ISTAT,2025-07-15
392_586,territorio,,2014,23.9,ISTAT,2025-07-15
392_586,territorio,,2014,23.9,ISTAT,2025-07-15
392_586,territorio,,2014,55.0,ISTAT,2025-07-15
392_586,territorio,,2014,55.0,ISTAT,2025-07-15
392_586,territorio,,2014,16.4,ISTAT,2025-07-15
392_586,territorio,,2014,16.4,ISTAT,2025-07-15
392_586,territorio,,2014,92.0,ISTAT,2025-07-15
392_586,territorio,,2014,92.0,ISTAT,2025-07-15
392_586,territorio,,2014,1.4,ISTAT,2025-07-15
392_586,territorio,,2014,1.4,ISTAT,2025-07-15
392_586,territorio,,2014,6.9,ISTAT,2025-07-15
392_586,territorio,,2014,6.9,ISTAT,2025-07-15
392_586,territorio,,2018,24.4,ISTAT,2025-07-15
392_586,territorio,,2018,24.4,ISTAT,2025-07-15
392_586,territorio,,2018,49.8,ISTAT,2025-07-15
392_586,territorio,,2018,49.8,ISTAT,2025-07-15
392_586,territorio,,2018,12.6,ISTAT,2025-07-15
392_586,territorio,,2018,12.6,ISTAT,2025-07-15
392_586,territorio,,2018,65.0,ISTAT,2025-07-15
392_586,territorio,,2018,65.0,ISTAT,2025-07-15
392_586,territorio,,2018,0.9,ISTAT,2025-07-15
392_586,territorio,,2018,0.9,ISTAT,2025-07-15
392_586,territorio,,2018,3.1,ISTAT,2025-07-15
392_586,territorio,,2018,3.1,ISTAT,2025-07-15
392_586,territorio,,2018,26.5,ISTAT,2025-07-15
392_586,territorio,,2018,26.5,ISTAT,2025-07-15
392_586,territorio,,2018,59.5,ISTAT,2025-07-15
392_586,territorio,,2018,59.5,ISTAT,2025-07-15
392_586,territorio,,2018,15.8,ISTAT,2025-07-15
392_586,territorio,,2018,15.8,ISTAT,2025-07-15
392_586,territorio,,2018,80.0,ISTAT,2025-07-15
392_586,territorio,,2018,80.0,ISTAT,2025-07-15
392_586,territorio,,2018,0.9,ISTAT,2025-07-15
392_586,territorio,,2018,0.9,ISTAT,2025-07-15
392_586,territorio,,2018,5.4,ISTAT,2025-07-15
392_586,territorio,,2018,5.4,ISTAT,2025-07-15
392_586,territorio,,2014,17.1,ISTAT,2025-07-15
392_586,territorio,,2014,17.1,ISTAT,2025-07-15
392_586,territorio,,2014,42.3,ISTAT,2025-07-15
392_586,territorio,,2014,42.3,ISTAT,2025-07-15
392_586,territorio,,2014,4.4,ISTAT,2025-07-15
392_586,territorio,,2014,4.4,ISTAT,2025-07-15
392_586,territorio,,2014,10.0,ISTAT,2025-07-15
392_586,territorio,,2014,10.0,ISTAT,2025-07-15
392_586,territorio,,2014,3.3,ISTAT,2025-07-15
392_586,territorio,,2014,3.3,ISTAT,2025-07-15
392_586,territorio,,2014,5.4,ISTAT,2025-07-15
392_586,territorio,,2014,5.4,ISTAT,2025-07-15
392_586,territorio,,2014,17.0,ISTAT,2025-07-15
392_586,territorio,,2014,17.0,ISTAT,2025-07-15
392_586,territorio,,2014,46.1,ISTAT,2025-07-15
392_586,territorio,,2014,46.1,ISTAT,2025-07-15
392_586,territorio,,2014,8.5,ISTAT,2025-07-15
392_586,territorio,,2014,8.5,ISTAT,2025-07-15
392_586,territorio,,2014,21.0,ISTAT,2025-07-15
392_586,territorio,,2014,21.0,ISTAT,2025-07-15
392_586,territorio,,2014,2.5,ISTAT,2025-07-15
392_586,territorio,,2014,2.5,ISTAT,2025-07-15
392_586,territorio,,2014,6.3,ISTAT,2025-07-15
392_586,territorio,,2014,6.3,ISTAT,2025-07-15
392_586,territorio,,2018,20.9,ISTAT,2025-07-15
392_586,territorio,,2018,20.9,ISTAT,2025-07-15
392_586,territorio,,2018,52.3,ISTAT,2025-07-15
392_586,territorio,,2018,52.3,ISTAT,2025-07-15
392_586,territorio,,2018,10.2,ISTAT,2025-07-15
