Dataset_ID,Category,Obsdimension_Id,Obsdimension_Value,Obsvalue_Value,Source,Last_Updated
163_156,economia,,,228187.2,ISTAT,2025-07-15
163_156,economia,,,245046.4,ISTAT,2025-07-15
163_156,economia,,,243764.3,ISTAT,2025-07-15
163_156,economia,,,273523.0,ISTAT,2025-07-15
163_156,economia,,,244759.6,ISTAT,2025-07-15
163_156,economia,,,260767.4,ISTAT,2025-07-15
163_156,economia,,,258310.9,ISTAT,2025-07-15
163_156,economia,,,283907.5,ISTAT,2025-07-15
163_156,economia,,,251470.0,ISTAT,2025-07-15
163_156,economia,,,272566.3,ISTAT,2025-07-15
163_156,economia,,,270430.3,ISTAT,2025-07-15
163_156,economia,,,300625.1,ISTAT,2025-07-15
163_156,economia,,,265202.3,ISTAT,2025-07-15
163_156,economia,,,285194.3,ISTAT,2025-07-15
163_156,economia,,,280637.9,ISTAT,2025-07-15
163_156,economia,,,310222.2,ISTAT,2025-07-15
163_156,economia,,,272795.4,ISTAT,2025-07-15
163_156,economia,,,291693.7,ISTAT,2025-07-15
163_156,economia,,,288995.7,ISTAT,2025-07-15
163_156,economia,,,324064.9,ISTAT,2025-07-15
163_156,economia,,,289361.4,ISTAT,2025-07-15
163_156,economia,,,308909.3,ISTAT,2025-07-15
163_156,economia,,,305187.7,ISTAT,2025-07-15
163_156,economia,,,341285.9,ISTAT,2025-07-15
163_156,economia,,,306038.2,ISTAT,2025-07-15
163_156,economia,,,326799.0,ISTAT,2025-07-15
163_156,economia,,,320129.7,ISTAT,2025-07-15
163_156,economia,,,355656.2,ISTAT,2025-07-15
163_156,economia,,,314805.4,ISTAT,2025-07-15
163_156,economia,,,337520.0,ISTAT,2025-07-15
163_156,economia,,,334210.5,ISTAT,2025-07-15
163_156,economia,,,368986.5,ISTAT,2025-07-15
163_156,economia,,,325530.4,ISTAT,2025-07-15
163_156,economia,,,348349.1,ISTAT,2025-07-15
163_156,economia,,,346025.6,ISTAT,2025-07-15
163_156,economia,,,379480.9,ISTAT,2025-07-15
163_156,economia,,,337330.2,ISTAT,2025-07-15
163_156,economia,,,364732.8,ISTAT,2025-07-15
163_156,economia,,,359343.6,ISTAT,2025-07-15
163_156,economia,,,395949.6,ISTAT,2025-07-15
163_156,economia,,,347861.2,ISTAT,2025-07-15
163_156,economia,,,373713.0,ISTAT,2025-07-15
163_156,economia,,,369320.7,ISTAT,2025-07-15
163_156,economia,,,408178.2,ISTAT,2025-07-15
163_156,economia,,,364051.4,ISTAT,2025-07-15
163_156,economia,,,389755.1,ISTAT,2025-07-15
163_156,economia,,,384070.2,ISTAT,2025-07-15
163_156,economia,,,421987.5,ISTAT,2025-07-15
163_156,economia,,,380050.0,ISTAT,2025-07-15
163_156,economia,,,404532.2,ISTAT,2025-07-15
163_156,economia,,,399969.4,ISTAT,2025-07-15
163_156,economia,,,437163.0,ISTAT,2025-07-15
163_156,economia,,,392674.3,ISTAT,2025-07-15
163_156,economia,,,416385.2,ISTAT,2025-07-15
163_156,economia,,,407104.3,ISTAT,2025-07-15
163_156,economia,,,427555.0,ISTAT,2025-07-15
163_156,economia,,,374634.4,ISTAT,2025-07-15
163_156,economia,,,393377.7,ISTAT,2025-07-15
163_156,economia,,,393271.6,ISTAT,2025-07-15
163_156,economia,,,422823.0,ISTAT,2025-07-15
163_156,economia,,,377722.3,ISTAT,2025-07-15
163_156,economia,,,403519.1,ISTAT,2025-07-15
163_156,economia,,,402208.2,ISTAT,2025-07-15
163_156,economia,,,434495.0,ISTAT,2025-07-15
163_156,economia,,,393155.0,ISTAT,2025-07-15
163_156,economia,,,414609.9,ISTAT,2025-07-15
163_156,economia,,,412729.3,ISTAT,2025-07-15
163_156,economia,,,436868.0,ISTAT,2025-07-15
163_156,economia,,,389843.0,ISTAT,2025-07-15
163_156,economia,,,407139.5,ISTAT,2025-07-15
163_156,economia,,,405592.6,ISTAT,2025-07-15
163_156,economia,,,430323.3,ISTAT,2025-07-15
163_156,economia,,,379795.9,ISTAT,2025-07-15
163_156,economia,,,403270.6,ISTAT,2025-07-15
163_156,economia,,,406397.5,ISTAT,2025-07-15
163_156,economia,,,431796.8,ISTAT,2025-07-15
163_156,economia,,,386117.0,ISTAT,2025-07-15
163_156,economia,,,406926.9,ISTAT,2025-07-15
163_156,economia,,,408533.4,ISTAT,2025-07-15
163_156,economia,,,434293.3,ISTAT,2025-07-15
163_156,economia,,,390378.5,ISTAT,2025-07-15
163_156,economia,,,413939.4,ISTAT,2025-07-15
163_156,economia,,,416446.6,ISTAT,2025-07-15
163_156,economia,,,442513.2,ISTAT,2025-07-15
163_156,economia,,,401370.3,ISTAT,2025-07-15
163_156,economia,,,424230.3,ISTAT,2025-07-15
163_156,economia,,,426048.8,ISTAT,2025-07-15
163_156,economia,,,453207.2,ISTAT,2025-07-15
163_156,economia,,,411768.8,ISTAT,2025-07-15
163_156,economia,,,433608.7,ISTAT,2025-07-15
163_156,economia,,,433299.5,ISTAT,2025-07-15
163_156,economia,,,465816.0,ISTAT,2025-07-15
163_156,economia,,,421403.7,ISTAT,2025-07-15
163_156,economia,,,442266.4,ISTAT,2025-07-15
163_156,economia,,,440841.4,ISTAT,2025-07-15
163_156,economia,,,473232.9,ISTAT,2025-07-15
163_156,economia,,,426467.5,ISTAT,2025-07-15
163_156,economia,,,447988.7,ISTAT,2025-07-15
163_156,economia,,,449443.1,ISTAT,2025-07-15
163_156,economia,,,480167.5,ISTAT,2025-07-15
163_156,economia,,,404868.3,ISTAT,2025-07-15
163_156,economia,,,375475.3,ISTAT,2025-07-15
163_156,economia,,,428614.4,ISTAT,2025-07-15
163_156,economia,,,461053.8,ISTAT,2025-07-15
163_156,economia,,,420047.1,ISTAT,2025-07-15
163_156,economia,,,451018.2,ISTAT,2025-07-15
163_156,economia,,,467341.4,ISTAT,2025-07-15
163_156,economia,,,504100.8,ISTAT,2025-07-15
163_156,economia,,,463245.0,ISTAT,2025-07-15
163_156,economia,,,494642.1,ISTAT,2025-07-15
163_156,economia,,,500094.8,ISTAT,2025-07-15
163_156,economia,,,539073.0,ISTAT,2025-07-15
163_156,economia,,,504993.4,ISTAT,2025-07-15
163_156,economia,,,528332.2,ISTAT,2025-07-15
163_156,economia,,,530618.2,ISTAT,2025-07-15
163_156,economia,,,564057.6,ISTAT,2025-07-15
163_156,economia,,,520695.9,ISTAT,2025-07-15
163_156,economia,,,540027.2,ISTAT,2025-07-15
163_156,economia,,,228187.2,ISTAT,2025-07-15
163_156,economia,,,245046.4,ISTAT,2025-07-15
163_156,economia,,,243764.3,ISTAT,2025-07-15
163_156,economia,,,273523.0,ISTAT,2025-07-15
163_156,economia,,,244759.6,ISTAT,2025-07-15
163_156,economia,,,260767.4,ISTAT,2025-07-15
163_156,economia,,,258310.9,ISTAT,2025-07-15
163_156,economia,,,283907.5,ISTAT,2025-07-15
163_156,economia,,,251470.0,ISTAT,2025-07-15
163_156,economia,,,272566.3,ISTAT,2025-07-15
163_156,economia,,,270430.3,ISTAT,2025-07-15
163_156,economia,,,300625.1,ISTAT,2025-07-15
163_156,economia,,,265202.3,ISTAT,2025-07-15
163_156,economia,,,285194.3,ISTAT,2025-07-15
163_156,economia,,,280637.9,ISTAT,2025-07-15
163_156,economia,,,310222.2,ISTAT,2025-07-15
163_156,economia,,,272795.4,ISTAT,2025-07-15
163_156,economia,,,291693.7,ISTAT,2025-07-15
163_156,economia,,,288995.7,ISTAT,2025-07-15
163_156,economia,,,324064.9,ISTAT,2025-07-15
163_156,economia,,,289361.4,ISTAT,2025-07-15
163_156,economia,,,308909.3,ISTAT,2025-07-15
163_156,economia,,,305187.7,ISTAT,2025-07-15
163_156,economia,,,341285.9,ISTAT,2025-07-15
163_156,economia,,,306038.2,ISTAT,2025-07-15
163_156,economia,,,326799.0,ISTAT,2025-07-15
163_156,economia,,,320129.7,ISTAT,2025-07-15
163_156,economia,,,355656.2,ISTAT,2025-07-15
163_156,economia,,,314805.4,ISTAT,2025-07-15
163_156,economia,,,337520.0,ISTAT,2025-07-15
163_156,economia,,,334210.5,ISTAT,2025-07-15
163_156,economia,,,368986.5,ISTAT,2025-07-15
163_156,economia,,,325530.4,ISTAT,2025-07-15
163_156,economia,,,348349.1,ISTAT,2025-07-15
163_156,economia,,,346025.6,ISTAT,2025-07-15
163_156,economia,,,379480.9,ISTAT,2025-07-15
163_156,economia,,,337330.2,ISTAT,2025-07-15
163_156,economia,,,364732.8,ISTAT,2025-07-15
163_156,economia,,,359343.6,ISTAT,2025-07-15
163_156,economia,,,395949.6,ISTAT,2025-07-15
163_156,economia,,,347861.2,ISTAT,2025-07-15
163_156,economia,,,373713.0,ISTAT,2025-07-15
163_156,economia,,,369320.7,ISTAT,2025-07-15
163_156,economia,,,408178.2,ISTAT,2025-07-15
163_156,economia,,,364051.4,ISTAT,2025-07-15
163_156,economia,,,389755.1,ISTAT,2025-07-15
163_156,economia,,,384070.2,ISTAT,2025-07-15
163_156,economia,,,421987.5,ISTAT,2025-07-15
163_156,economia,,,380050.0,ISTAT,2025-07-15
163_156,economia,,,404532.2,ISTAT,2025-07-15
163_156,economia,,,399969.4,ISTAT,2025-07-15
163_156,economia,,,437163.0,ISTAT,2025-07-15
163_156,economia,,,392674.3,ISTAT,2025-07-15
163_156,economia,,,416385.2,ISTAT,2025-07-15
163_156,economia,,,407104.3,ISTAT,2025-07-15
163_156,economia,,,427555.0,ISTAT,2025-07-15
163_156,economia,,,374634.4,ISTAT,2025-07-15
163_156,economia,,,393377.7,ISTAT,2025-07-15
163_156,economia,,,393271.6,ISTAT,2025-07-15
163_156,economia,,,422823.0,ISTAT,2025-07-15
163_156,economia,,,377722.3,ISTAT,2025-07-15
163_156,economia,,,403519.1,ISTAT,2025-07-15
